RECEIVER_DOCUMENT_TYPE,RECEIVER_IDENTIFICATION_NUMBER,RECEIVER_NAME,RECEIVER_BANK,RECEIVER_ACCOUNT_TYPE,RECEIVER_ACCOUNT_NUMBER,DEBIT_AMOUNT,REFERENCE
3,000000000023970,"Ana Martinez",1061,1,00000000000007870,340939.60,"OUZ4W13555"
1,000000000008787,"Maria Lopez",1060,1,00000000000031780,877617.15,"SKFS8Z9870"
3,000000000024998,"Carlos Gonzalez",1063,2,00000000000019499,344666.39,"46VMGY7713"
2,000000000019240,"Gabriela Ortiz",1063,1,00000000000013436,501790.80,"YU4ORP3046"
3,000000000004158,"Sofia Morales",1060,2,00000000000024199,762862.97,"M0M1MJ0481"
1,000000000024082,"Luis Ramirez",1062,1,00000000000021197,326404.34,"AF96IP7246"
2,000000000010540,"Carlos Gonzalez",1058,2,00000000000028742,893375.10,"3VU51C5308"
1,000000000000046,"Luis Ramirez",1058,1,00000000000013732,655136.63,"OCIXOG1821"
2,000000000024721,"Sofia Morales",1061,1,00000000000004790,426118.09,"4CTUSS6841"
2,000000000031089,"Maria Lopez",1062,2,00000000000024997,554469.99,"EUKGU29242"
2,000000000020253,"Ana Martinez",1059,1,00000000000018268,639148.73,"G3KXML6877"
2,000000000020450,"Maria Lopez",1059,1,00000000000024910,396955.98,"AQ5ZN52243"
4,000000000000730,"Sofia Morales",1059,1,00000000000026502,999541.72,"Z3D1B61608"
2,000000000019990,"Luis Ramirez",1058,2,00000000000018065,100992.67,"8HRM020230"
1,000000000004222,"Maria Lopez",1061,2,00000000000023159,815225.09,"PWDGWF7356"
5,000000000000657,"Juan Perez",1061,2,00000000000026485,221278.29,"83YLW41908"
1,000000000012628,"Gabriela Ortiz",1062,1,00000000000000124,866841.61,"MFO9XM5620"
5,000000000013049,"Juan Perez",1061,1,00000000000032533,114602.42,"25G7M86835"
1,000000000023991,"Sofia Morales",1059,1,00000000000009001,276155.28,"KV00NO3836"
2,000000000031687,"Carlos Gonzalez",1059,2,00000000000012628,783887.96,"RX66N40524"
2,000000000020176,"Carlos Gonzalez",1059,2,00000000000022653,214976.90,"2L8LBC9281"
4,000000000000582,"Pedro Herrera",1061,2,00000000000016558,706207.94,"FAS6QB5972"
2,000000000014453,"Sofia Morales",1061,2,00000000000020036,355904.65,"STQD646586"
3,000000000028962,"Carlos Gonzalez",1063,2,00000000000030151,613033.75,"4K0U646417"
4,000000000007011,"Sofia Morales",1062,2,00000000000028363,401762.28,"TFKB420366"
3,000000000001631,"Juan Perez",1059,2,00000000000030451,567039.62,"5IRYAN2223"
2,000000000030942,"Gabriela Ortiz",1059,2,00000000000023776,620177.81,"2K906W4610"
4,000000000030396,"Maria Lopez",1059,1,00000000000021994,46723.01,"AHT7L39703"
1,000000000024855,"Gabriela Ortiz",1063,2,00000000000031809,362570.70,"P7NXG80121"
1,000000000003876,"Maria Lopez",1058,1,00000000000003698,836041.42,"FZ5HYE8185"
1,000000000006103,"Luis Ramirez",1061,1,00000000000009975,770717.23,"VZN47Z4122"
1,000000000008779,"Luis Ramirez",1060,1,00000000000028168,849311.32,"ZE1PZ01072"
1,000000000029432,"Maria Lopez",1058,1,00000000000016683,44932.44,"D04LLL7071"
4,000000000008105,"Gabriela Ortiz",1058,2,00000000000015170,839422.37,"L2P4XK7625"
2,000000000025544,"Ana Martinez",1062,2,00000000000026898,145547.98,"WXPTMO7387"
4,000000000026617,"Sofia Morales",1059,1,00000000000004774,889913.64,"W9VVZX1042"
1,000000000024764,"Gabriela Ortiz",1058,1,00000000000031154,687072.56,"6KFT5J8360"
4,000000000017710,"Ana Martinez",1058,2,00000000000008282,789961.81,"YTV72U8964"
3,000000000022040,"Carlos Gonzalez",1061,1,00000000000030031,338230.44,"RLNNTI8484"
1,000000000001639,"Sofia Morales",1058,1,00000000000017626,129226.53,"PFUG388194"
5,000000000002159,"Carlos Gonzalez",1063,2,00000000000000002,526850.46,"NVFJVI4883"
4,000000000019537,"Sofia Morales",1063,1,00000000000028505,656218.80,"MP0RET2020"
2,000000000020977,"Gabriela Ortiz",1061,1,00000000000018498,993704.61,"4N8JTD1686"
5,000000000004009,"Luis Ramirez",1061,1,00000000000029310,780328.23,"USQQH42488"
1,000000000006132,"Sofia Morales",1059,1,00000000000006907,7696.04,"AGCXQB4630"
5,000000000024012,"Carlos Gonzalez",1059,2,00000000000001697,291748.95,"EMRL7S4174"
5,000000000028836,"Juan Perez",1061,1,00000000000023772,374652.64,"ZM8E5L9309"
3,000000000004885,"Juan Perez",1059,2,00000000000016795,627539.04,"0EZFAR0203"
1,000000000029474,"Pedro Herrera",1059,2,00000000000026932,267468.85,"V2SF7U6274"
4,000000000009641,"Juan Perez",1062,2,00000000000011092,652458.35,"RP46OY5818"
4,000000000021069,"Carlos Gonzalez",1060,1,00000000000027475,247856.23,"CXM84G6818"
2,000000000026299,"Pedro Herrera",1063,1,00000000000032256,925333.12,"419HQX2275"
5,000000000022222,"Maria Lopez",1058,1,00000000000011405,260024.14,"JX1E004551"
4,000000000023047,"Sofia Morales",1060,1,00000000000004919,480817.48,"A2GMEX0750"
5,000000000030541,"Sofia Morales",1058,1,00000000000026103,578229.05,"UJFNEB1071"
1,000000000003336,"Maria Lopez",1060,2,00000000000009843,54486.00,"T95NIC0546"
1,000000000004018,"Juan Perez",1062,2,00000000000032406,920469.72,"MFSRNN0737"
2,000000000014922,"Carlos Gonzalez",1061,1,00000000000002159,20330.70,"M0PZU40997"
3,000000000030201,"Juan Perez",1058,2,00000000000030662,475683.64,"VWUYA89139"
4,000000000010168,"Juan Perez",1059,1,00000000000003209,30614.14,"5XGCK56672"
1,000000000029523,"Juan Perez",1059,1,00000000000027869,520066.16,"FM6FS88850"
5,000000000014696,"Maria Lopez",1062,2,00000000000016165,719135.27,"1LTIRK2283"
3,000000000006590,"Sofia Morales",1062,1,00000000000018817,337041.56,"3T9B4D2383"
1,000000000002197,"Carlos Gonzalez",1061,1,00000000000027210,317541.34,"FR99CC0827"
3,000000000022650,"Sofia Morales",1063,1,00000000000015807,991119.41,"AEYU990484"
5,000000000000769,"Juan Perez",1062,2,00000000000025322,36137.31,"AI8RNQ6871"
5,000000000019116,"Sofia Morales",1058,2,00000000000003860,874986.01,"GUNTGA4605"
1,000000000006953,"Carlos Gonzalez",1060,1,00000000000031057,863668.39,"PWTF048366"
4,000000000031282,"Luis Ramirez",1058,1,00000000000016958,346063.73,"KEKR4M0969"
1,000000000006470,"Juan Perez",1060,2,00000000000019122,625853.55,"BWALXE6982"
3,000000000017883,"Maria Lopez",1059,1,00000000000004400,786404.90,"V0MT0I1429"
2,000000000010666,"Sofia Morales",1058,1,00000000000000992,540054.92,"K9D62E6280"
1,000000000025338,"Gabriela Ortiz",1060,2,00000000000005062,868561.37,"3O1T4Z3365"
3,000000000003162,"Juan Perez",1062,1,00000000000009924,416864.93,"UNP5KZ9595"
4,000000000023498,"Pedro Herrera",1063,1,00000000000018645,971226.14,"TC2UUG2033"
2,000000000022725,"Juan Perez",1061,1,00000000000014321,775957.25,"4JKKG00510"
1,000000000025037,"Ana Martinez",1059,2,00000000000031666,307106.93,"28YTJF3614"
5,000000000024939,"Sofia Morales",1061,2,00000000000025167,157927.14,"97BKJ20724"
3,000000000020516,"Carlos Gonzalez",1058,1,00000000000013129,216833.26,"KVFK440188"
1,000000000032212,"Juan Perez",1058,1,00000000000010729,941530.27,"X9TS0L2126"
4,000000000019526,"Ana Martinez",1062,1,00000000000020360,354378.06,"HEDFID1208"
3,000000000024807,"Maria Lopez",1063,2,00000000000028299,657419.78,"W6YFLC0015"
3,000000000007076,"Sofia Morales",1060,1,00000000000025191,508433.38,"P2GVR51217"
5,000000000026227,"Carlos Gonzalez",1058,1,00000000000012899,665158.86,"1ZLYH13439"
4,000000000017795,"Maria Lopez",1060,1,00000000000028110,170452.36,"OME4QF6508"
2,000000000013433,"Juan Perez",1058,2,00000000000028013,737022.45,"60J7SC6637"
3,000000000004088,"Gabriela Ortiz",1062,2,00000000000020903,884723.39,"ECT0791963"
1,000000000012868,"Gabriela Ortiz",1059,2,00000000000009528,808175.38,"UOGCGD7215"
4,000000000023204,"Juan Perez",1058,1,00000000000019193,799350.23,"54U98M0707"
1,000000000030729,"Ana Martinez",1061,2,00000000000005346,732752.55,"6GMSB20421"
1,000000000001661,"Sofia Morales",1060,1,00000000000014468,205518.49,"J3XZB65751"
2,000000000018391,"Gabriela Ortiz",1062,2,00000000000020419,237687.04,"M6WT2P4390"
4,000000000004376,"Ana Martinez",1062,2,00000000000027145,42967.53,"4PIBCB0080"
3,000000000025395,"Juan Perez",1063,1,00000000000012445,400047.28,"PVG0PK7108"
4,000000000029629,"Carlos Gonzalez",1063,2,00000000000010050,175080.81,"3U1ETX7809"
4,000000000001492,"Maria Lopez",1058,1,00000000000028819,11706.43,"0QO93R2147"
2,000000000018022,"Carlos Gonzalez",1059,1,00000000000021945,36899.06,"U1U6RC8162"
5,000000000000682,"Carlos Gonzalez",1061,2,00000000000005516,122941.38,"Z24CDY3627"
5,000000000010219,"Juan Perez",1058,2,00000000000008687,337951.47,"EGWR3E2712"
2,000000000031846,"Luis Ramirez",1058,2,00000000000031487,441204.60,"SCMRII8188"
3,000000000011300,"Pedro Herrera",1060,2,00000000000028012,31108.63,"AG6CZJ4657"
2,000000000025539,"Carlos Gonzalez",1059,1,00000000000024666,747472.35,"UA7PNP9246"
5,000000000024622,"Gabriela Ortiz",1060,2,00000000000021370,628460.17,"NJSF1B4795"
4,000000000032049,"Pedro Herrera",1059,2,00000000000011526,531015.84,"GRV7040470"
5,000000000028559,"Pedro Herrera",1059,2,00000000000029910,348758.69,"SHM8450515"
5,000000000031993,"Pedro Herrera",1058,2,00000000000021717,405804.35,"CJGKQ75315"
5,000000000014192,"Sofia Morales",1060,2,00000000000000644,89000.81,"63QWVS6569"
3,000000000002088,"Maria Lopez",1061,2,00000000000009628,815544.36,"VM8A7Q2305"
1,000000000000582,"Carlos Gonzalez",1060,1,00000000000021474,125392.21,"DSZVNV3110"
1,000000000014443,"Juan Perez",1058,2,00000000000020835,692080.49,"6FOFAZ3590"
3,000000000007463,"Luis Ramirez",1062,1,00000000000003214,356349.79,"O88HJ54123"
3,000000000018296,"Sofia Morales",1062,2,00000000000011864,210776.38,"O0363C9651"
1,000000000001310,"Luis Ramirez",1059,2,00000000000003025,654331.10,"13L96N3766"
3,000000000007135,"Maria Lopez",1063,1,00000000000026009,772762.49,"MSC3698469"
2,000000000014524,"Carlos Gonzalez",1063,2,00000000000014196,685977.04,"FNYKUC0870"
1,000000000023767,"Juan Perez",1063,1,00000000000020104,891522.12,"DW3WZU4655"
3,000000000022057,"Juan Perez",1063,2,00000000000031956,8315.76,"6OGUZT8529"
5,000000000000445,"Ana Martinez",1063,1,00000000000000949,398073.79,"WADISC0967"
1,000000000010363,"Sofia Morales",1059,1,00000000000014457,934522.91,"Z1ED4R9165"
4,000000000013427,"Pedro Herrera",1058,1,00000000000032718,287849.26,"NAPPN88611"
4,000000000001614,"Ana Martinez",1058,2,00000000000030649,878236.69,"3IHRO95766"
1,000000000023521,"Luis Ramirez",1058,2,00000000000026329,849602.55,"05Q62X5430"
2,000000000032702,"Luis Ramirez",1062,2,00000000000027193,811809.06,"HR1IM61451"
4,000000000007785,"Ana Martinez",1059,1,00000000000001026,557948.96,"3R6LBG3727"
5,000000000029654,"Maria Lopez",1061,1,00000000000007416,510770.91,"MP8HSZ8790"
5,000000000002065,"Luis Ramirez",1062,1,00000000000008331,482409.76,"4VU3DP4252"
2,000000000024418,"Pedro Herrera",1062,2,00000000000003081,805297.57,"OTV4700872"
4,000000000009203,"Maria Lopez",1058,1,00000000000001941,80035.21,"GUT2I77453"
5,000000000027214,"Carlos Gonzalez",1060,2,00000000000023418,691463.25,"JRRX1A1685"
3,000000000031279,"Maria Lopez",1063,2,00000000000005880,754864.62,"1FRZ8E0788"
4,000000000023836,"Carlos Gonzalez",1063,2,00000000000024671,175603.87,"E5V6GZ8338"
3,000000000007129,"Ana Martinez",1063,2,00000000000016050,204349.94,"21GDFU1927"
5,000000000014399,"Carlos Gonzalez",1061,2,00000000000001362,959699.72,"GL4VVN3553"
3,000000000023147,"Sofia Morales",1060,1,00000000000005632,286046.25,"OSM47M2759"
5,000000000012097,"Juan Perez",1062,2,00000000000016345,31506.10,"4XGQHA7270"
1,000000000005510,"Luis Ramirez",1058,2,00000000000018009,594148.29,"A09E1V1903"
3,000000000024774,"Sofia Morales",1060,2,00000000000014720,992674.73,"MBVTDN9621"
5,000000000009244,"Ana Martinez",1058,2,00000000000005228,92739.12,"T3VQED0322"
2,000000000014702,"Juan Perez",1062,1,00000000000015930,469307.74,"28B1K92012"
3,000000000026960,"Carlos Gonzalez",1060,1,00000000000010162,87052.44,"PW8FBK1977"
2,000000000005224,"Luis Ramirez",1060,2,00000000000020187,335740.76,"F8UCSP0760"
5,000000000019110,"Maria Lopez",1059,2,00000000000025942,721207.43,"G1WNHV0610"
3,000000000029044,"Maria Lopez",1058,1,00000000000016088,393501.78,"MEWU3P1335"
2,000000000009720,"Juan Perez",1063,1,00000000000014360,986287.19,"QCL28Z2805"
1,000000000023153,"Carlos Gonzalez",1058,2,00000000000000508,764934.44,"0BP3CP0579"
2,000000000032473,"Sofia Morales",1058,2,00000000000002530,557642.28,"XPEN5H4353"
5,000000000031760,"Ana Martinez",1061,1,00000000000029825,425413.50,"A73VN44144"
4,000000000020388,"Ana Martinez",1060,2,00000000000018110,950600.38,"6NCRGN4503"
2,000000000005804,"Juan Perez",1058,1,00000000000003064,819472.71,"SH35B31931"
4,000000000010153,"Ana Martinez",1059,2,00000000000001591,534198.50,"DX11B25631"
5,000000000009183,"Pedro Herrera",1063,1,00000000000021982,273068.01,"DJZAJL2957"
1,000000000019582,"Ana Martinez",1060,1,00000000000009770,60816.78,"EE8GTA7983"
3,000000000004555,"Maria Lopez",1061,2,00000000000021087,225237.55,"8GODHC6160"
5,000000000025202,"Pedro Herrera",1058,1,00000000000002735,149489.46,"YCGKER7593"
3,000000000006949,"Juan Perez",1063,1,00000000000025881,705012.61,"KBIITA1338"
4,000000000005384,"Carlos Gonzalez",1059,1,00000000000030745,177085.04,"983ZLR3051"
2,000000000023801,"Sofia Morales",1062,1,00000000000018120,338045.55,"XYFIG97408"
3,000000000009564,"Pedro Herrera",1059,2,00000000000009632,686093.82,"HXDOTE3086"
5,000000000017032,"Juan Perez",1063,2,00000000000013711,205381.66,"Y10AWE6514"
4,000000000030526,"Ana Martinez",1061,2,00000000000014245,666469.46,"R1PPM57804"
5,000000000017453,"Sofia Morales",1059,2,00000000000003066,930989.16,"NEKXUP4813"
2,000000000014649,"Pedro Herrera",1060,1,00000000000026543,307357.18,"UH47195397"
1,000000000015960,"Gabriela Ortiz",1062,2,00000000000005106,529269.92,"VJ26GH0728"
2,000000000011596,"Luis Ramirez",1062,2,00000000000007312,425634.99,"RQV48T1895"
3,000000000031615,"Luis Ramirez",1058,1,00000000000031005,869600.93,"T0ZY4G0298"
5,000000000020773,"Maria Lopez",1062,1,00000000000028880,567373.47,"QRF0W87203"
1,000000000013014,"Luis Ramirez",1059,1,00000000000030631,146841.06,"FWEYP05414"
2,000000000019301,"Ana Martinez",1059,1,00000000000005917,78717.22,"SFLIMK8399"
5,000000000000738,"Sofia Morales",1060,2,00000000000001437,496787.45,"8M6WF76752"
5,000000000004617,"Luis Ramirez",1061,2,00000000000027686,401347.01,"IQZWXA2621"
1,000000000004406,"Carlos Gonzalez",1062,1,00000000000009817,799047.71,"R16AQG3631"
2,000000000018233,"Juan Perez",1060,2,00000000000009507,239957.82,"PQHT9M0374"
5,000000000020751,"Luis Ramirez",1061,1,00000000000030824,414789.77,"IPGDQZ5703"
4,000000000011940,"Gabriela Ortiz",1062,1,00000000000021003,244696.73,"9YXL032093"
2,000000000027577,"Maria Lopez",1060,1,00000000000004978,567809.55,"BJ85N96536"
2,000000000013704,"Sofia Morales",1061,2,00000000000028002,37105.47,"ZV7HJ17020"
5,000000000020061,"Luis Ramirez",1058,2,00000000000016425,871891.84,"RY4WQQ4286"
3,000000000012279,"Gabriela Ortiz",1058,2,00000000000024295,600195.13,"MEKDCF1423"
4,000000000028547,"Ana Martinez",1061,2,00000000000013149,204062.36,"TCW53N1810"
3,000000000001799,"Gabriela Ortiz",1060,2,00000000000029026,322967.99,"UGISZO7585"
5,000000000015317,"Ana Martinez",1060,2,00000000000027103,11755.41,"HKG09P2572"
5,000000000024229,"Juan Perez",1061,1,00000000000024948,813696.16,"2S95R80573"
2,000000000015939,"Carlos Gonzalez",1059,1,00000000000015125,368897.37,"I51VBX3233"
1,000000000025066,"Carlos Gonzalez",1059,2,00000000000021422,404198.41,"4IUUHX9721"
3,000000000014550,"Juan Perez",1058,1,00000000000026849,712277.78,"UHIUU05550"
2,000000000002397,"Carlos Gonzalez",1058,2,00000000000016022,835538.81,"0ST9V23475"
4,000000000029138,"Juan Perez",1062,2,00000000000026445,396133.06,"YSNTN83676"
3,000000000029633,"Luis Ramirez",1060,2,00000000000016252,928196.58,"O8CUC96625"
5,000000000002584,"Ana Martinez",1061,2,00000000000001513,262350.93,"H5ZVZI1365"
1,000000000028928,"Maria Lopez",1061,2,00000000000021506,835940.53,"JZKZON7940"
2,000000000027335,"Pedro Herrera",1063,2,00000000000028738,306955.67,"EU0R1Z2300"
3,000000000018638,"Juan Perez",1063,2,00000000000000359,206569.85,"LBOEZS3692"
3,000000000015416,"Gabriela Ortiz",1062,1,00000000000004356,963452.19,"F5L6NP9344"
2,000000000031092,"Gabriela Ortiz",1061,2,00000000000012833,359667.68,"AGWS151993"
4,000000000028131,"Gabriela Ortiz",1060,2,00000000000003870,919512.63,"50F7MD9928"
1,000000000009100,"Sofia Morales",1058,1,00000000000017644,314800.19,"TAJLPG2920"
1,000000000014693,"Luis Ramirez",1060,1,00000000000021519,68127.04,"80U0PM4678"
5,000000000020595,"Sofia Morales",1061,2,00000000000022583,148048.32,"TNQMA92480"
3,000000000021039,"Maria Lopez",1061,2,00000000000024997,261432.57,"QNE1IV6555"
4,000000000030818,"Luis Ramirez",1063,1,00000000000015172,120468.73,"0TKAX98825"
3,000000000005512,"Pedro Herrera",1059,2,00000000000018206,759722.01,"SSGY4G2262"
2,000000000022212,"Pedro Herrera",1059,1,00000000000032339,765486.51,"SLQT5M5307"
5,000000000001800,"Juan Perez",1059,2,00000000000012048,778804.04,"BP7QE96793"
4,000000000025963,"Gabriela Ortiz",1058,1,00000000000003749,906366.41,"MXVA7O6770"
4,000000000015419,"Gabriela Ortiz",1063,2,00000000000025780,171241.00,"Q6GQC69801"
5,000000000024215,"Maria Lopez",1059,1,00000000000005711,124862.15,"7KJV0Q4279"
4,000000000015995,"Maria Lopez",1060,2,00000000000004844,474338.34,"D6O7036322"
5,000000000006002,"Sofia Morales",1061,2,00000000000002473,3590.86,"2S7F411198"
2,000000000020266,"Gabriela Ortiz",1059,2,00000000000015967,564637.91,"X3R18R0637"
3,000000000014353,"Gabriela Ortiz",1061,1,00000000000023278,914044.06,"VQI9R69776"
4,000000000024798,"Luis Ramirez",1062,2,00000000000011415,249917.54,"TY50AZ5621"
3,000000000007314,"Maria Lopez",1058,2,00000000000004236,414576.52,"JNP9LE5869"
1,000000000019129,"Luis Ramirez",1063,1,00000000000005122,57784.72,"PP0YZM6771"
4,000000000028060,"Juan Perez",1060,2,00000000000000344,444782.67,"JT5W6K3652"
1,000000000002163,"Gabriela Ortiz",1061,1,00000000000003648,317611.87,"8ECV6L2397"
1,000000000022548,"Gabriela Ortiz",1063,1,00000000000009587,55751.88,"FQIC897408"
2,000000000028300,"Luis Ramirez",1059,2,00000000000012034,478064.99,"MDB6HC0514"
5,000000000021769,"Sofia Morales",1061,2,00000000000015954,819584.39,"TBFZKG2835"
3,000000000028744,"Carlos Gonzalez",1060,1,00000000000025612,559671.54,"JLBKJA4408"
2,000000000000968,"Maria Lopez",1063,2,00000000000002311,887344.58,"WWYJ7M2417"
1,000000000013221,"Luis Ramirez",1058,1,00000000000007595,302595.85,"9TVZCD5070"
5,000000000018498,"Pedro Herrera",1063,1,00000000000000884,361756.07,"YHTSBJ1250"
4,000000000006014,"Carlos Gonzalez",1060,1,00000000000000910,257507.55,"WQFBY72130"
3,000000000005445,"Ana Martinez",1060,1,00000000000012912,440841.06,"KH9RD26534"
3,000000000004469,"Gabriela Ortiz",1060,2,00000000000024682,672720.57,"QOD75G3847"
5,000000000014722,"Gabriela Ortiz",1058,1,00000000000031475,612116.54,"4YT5J45184"
1,000000000031771,"Gabriela Ortiz",1059,2,00000000000014659,384022.63,"JF1LPD9308"
1,000000000009847,"Ana Martinez",1062,2,00000000000026852,162361.52,"WLSFB70737"
2,000000000013051,"Carlos Gonzalez",1059,1,00000000000004956,699999.99,"L4OUUL1960"
1,000000000025504,"Pedro Herrera",1060,2,00000000000019716,29808.73,"3EWHFZ1830"
1,000000000000038,"Ana Martinez",1061,2,00000000000014800,135183.59,"CRRZ1U6622"
1,000000000027634,"Gabriela Ortiz",1060,1,00000000000032458,396033.80,"0RDPED2212"
1,000000000008495,"Maria Lopez",1063,2,00000000000017233,487808.23,"YYF1T87303"
2,000000000019805,"Luis Ramirez",1059,2,00000000000007849,867047.49,"77W5PV6559"
2,000000000026469,"Pedro Herrera",1060,2,00000000000017745,196026.14,"SDQWK49266"
3,000000000020440,"Gabriela Ortiz",1063,1,00000000000004466,405111.68,"GMO8JR9029"
5,000000000014278,"Luis Ramirez",1058,2,00000000000003675,807895.28,"4O9LTJ6786"
5,000000000007394,"Luis Ramirez",1059,2,00000000000001378,190310.67,"CSMNUS1970"
3,000000000008752,"Pedro Herrera",1059,1,00000000000008422,511141.23,"O1OCSA2860"
3,000000000012031,"Juan Perez",1059,1,00000000000014381,947897.57,"FXA4L10226"
2,000000000021584,"Ana Martinez",1061,2,00000000000027974,591655.26,"LHRHSS7200"
2,000000000019544,"Pedro Herrera",1063,2,00000000000024027,433147.72,"HDN35X0117"
2,000000000014312,"Sofia Morales",1063,1,00000000000013686,71036.67,"EHDIT12805"
4,000000000031825,"Carlos Gonzalez",1061,2,00000000000029794,292686.75,"73ENA23429"
4,000000000023911,"Pedro Herrera",1060,2,00000000000011159,15265.16,"JQXH1Q4254"
1,000000000024260,"Carlos Gonzalez",1063,2,00000000000007677,447955.93,"DPRFPS7023"
3,000000000019446,"Juan Perez",1063,2,00000000000007400,809006.87,"H55Y4Y2109"
2,000000000006760,"Maria Lopez",1058,2,00000000000004839,450877.64,"M1CUSU2928"
4,000000000029630,"Carlos Gonzalez",1062,2,00000000000003482,548246.67,"3187521250"
2,000000000018091,"Maria Lopez",1061,1,00000000000022842,216589.23,"DSSGZL7051"
2,000000000012744,"Maria Lopez",1061,1,00000000000021579,395667.44,"KBFNNB2259"
5,000000000001174,"Juan Perez",1062,2,00000000000001635,192557.49,"XFHX4U9482"
3,000000000009521,"Pedro Herrera",1058,2,00000000000002120,849988.04,"HQ77VC2057"
4,000000000031431,"Gabriela Ortiz",1063,1,00000000000001274,679102.13,"81XTY75548"
4,000000000014960,"Carlos Gonzalez",1060,1,00000000000024389,281311.04,"Y7VV950689"
5,000000000002617,"Sofia Morales",1058,2,00000000000014680,316614.19,"O8HSZP9756"
1,000000000024882,"Carlos Gonzalez",1062,2,00000000000027839,216069.14,"AXG3M32971"
2,000000000031232,"Pedro Herrera",1063,1,00000000000022571,883747.85,"IA9VFQ1567"
5,000000000032511,"Luis Ramirez",1063,2,00000000000024894,254462.18,"29Y8BA6793"
1,000000000006932,"Juan Perez",1063,2,00000000000018533,387206.28,"YU6AYP2587"
1,000000000032296,"Juan Perez",1062,1,00000000000017826,283645.55,"L3JE512847"
5,000000000008458,"Sofia Morales",1058,2,00000000000014914,900434.31,"ZBJMCE8602"
1,000000000023664,"Pedro Herrera",1059,1,00000000000017419,677911.36,"Q0YYZ72201"
2,000000000032639,"Maria Lopez",1058,2,00000000000024534,924574.55,"IDS5HU9728"
3,000000000004917,"Luis Ramirez",1063,2,00000000000001813,763327.10,"O5W2LT4885"
1,000000000021061,"Carlos Gonzalez",1059,2,00000000000032081,537693.41,"9SJSMU0595"
5,000000000000462,"Ana Martinez",1058,2,00000000000023721,188752.05,"8R1GBQ5666"
4,000000000004463,"Luis Ramirez",1059,1,00000000000012156,383900.32,"MLZZGZ3260"
4,000000000018025,"Carlos Gonzalez",1060,2,00000000000019474,464888.61,"Q0812Y1522"
2,000000000011102,"Luis Ramirez",1063,2,00000000000020918,543008.47,"WF7VAU2290"
3,000000000008725,"Juan Perez",1062,1,00000000000014104,577224.96,"KBRUBL7799"
5,000000000019116,"Maria Lopez",1061,2,00000000000008543,693910.22,"IY89JV2112"
3,000000000009906,"Sofia Morales",1062,1,00000000000023576,655051.64,"WOBDCR5754"
2,000000000013053,"Sofia Morales",1059,2,00000000000013478,137373.70,"1R0AC98793"
5,000000000003854,"Carlos Gonzalez",1062,2,00000000000005910,652908.32,"4SJWM47427"
2,000000000010022,"Carlos Gonzalez",1061,1,00000000000030918,325691.92,"TDL6TH4777"
3,000000000001850,"Carlos Gonzalez",1058,1,00000000000025727,306205.57,"EN7DUK1923"
3,000000000010307,"Pedro Herrera",1060,1,00000000000020553,441012.34,"B5OHAV7225"
4,000000000018258,"Gabriela Ortiz",1058,2,00000000000019565,641296.72,"2Z5XQD0265"
4,000000000010767,"Pedro Herrera",1060,2,00000000000020790,503788.68,"LQ134W1120"
5,000000000000947,"Ana Martinez",1058,1,00000000000023441,998444.01,"HI8Q8G8647"
5,000000000012688,"Juan Perez",1059,2,00000000000012138,22270.61,"SDL1SM5681"
2,000000000029931,"Carlos Gonzalez",1058,1,00000000000026430,833374.12,"FSRJUS9887"
4,000000000011929,"Luis Ramirez",1060,2,00000000000011021,795424.19,"MS3EP66869"
1,000000000020764,"Sofia Morales",1058,2,00000000000015820,121838.40,"FKZ1CI0876"
3,000000000006803,"Pedro Herrera",1062,1,00000000000013326,578960.62,"4R56DD8280"
3,000000000026226,"Juan Perez",1062,1,00000000000020502,765715.60,"1VS6IK2047"
4,000000000020316,"Sofia Morales",1061,2,00000000000010896,698596.46,"9H4V1Q9387"
5,000000000029521,"Ana Martinez",1063,1,00000000000031173,665344.15,"R1LOFV4572"
2,000000000000190,"Luis Ramirez",1062,2,00000000000020530,558100.70,"IBVECO5327"
5,000000000005293,"Luis Ramirez",1058,1,00000000000019142,436240.41,"M3HXX00301"
5,000000000026817,"Carlos Gonzalez",1063,1,00000000000000414,117397.91,"CHP9CZ1383"
4,000000000004377,"Gabriela Ortiz",1063,2,00000000000029684,619209.88,"TISAN38711"
2,000000000021444,"Ana Martinez",1060,1,00000000000016328,625796.43,"3QFNMK3440"
3,000000000017485,"Juan Perez",1062,2,00000000000015099,340928.80,"LV36UG3496"
2,000000000028729,"Carlos Gonzalez",1059,1,00000000000004088,259478.95,"CYBMLQ7494"
4,000000000028383,"Maria Lopez",1061,2,00000000000020039,534111.43,"AGZ2P97067"
1,000000000011473,"Maria Lopez",1061,2,00000000000012548,41039.26,"IDHZV26158"
2,000000000005964,"Pedro Herrera",1061,2,00000000000016125,533219.75,"IKTT8B3323"
5,000000000018993,"Sofia Morales",1062,1,00000000000003463,626193.85,"4O3J221343"
1,000000000019480,"Luis Ramirez",1060,2,00000000000030779,674460.31,"7F1O195986"
2,000000000009101,"Luis Ramirez",1061,1,00000000000022063,684235.41,"Q24JGC0026"
2,000000000030051,"Carlos Gonzalez",1060,2,00000000000003671,836824.81,"342JL36952"
3,000000000003119,"Ana Martinez",1062,1,00000000000011333,736822.33,"TQAXBQ1791"
4,000000000031308,"Maria Lopez",1062,1,00000000000008842,301435.86,"1VOXSB6489"
